,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
0,0,0,0,0,0,0,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=S)NC(=O)c2ccc3ccccc3c2)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CCO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,745.8820000000002,7.387500000000009,0,0,0,0,0,0,1,0,1,0,0.9403125,1.0,0.94278824,0.9906966,1.0,0.974759468,0.9368078189346852,1.0127111170653147
1,1,1,1,1,1,1,appcat,GMT-oNF-2,Acetonitrile,CC(C)[C@@H](CN(C)C)Nc1c(Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)c(=S)c1=S.CC(OCC)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,782.028,11.06387999999999,0,0,0,0,0,0,1,0,1,0,0.9233508,0.94648564,0.94459796,0.94416654,1.0,0.951720188,0.9162134460897922,0.9872269299102079
2,2,2,2,2,2,2,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NS(=O)(=O)NC[C@@]2(O)[C@H]([C@@H]3COC(C)(C)O3)O[C@H]3OC(C)(C)O[C@H]32)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC1CCCO1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,924.063,5.299500000000008,0,0,0,0,0,0,1,0,1,0,0.9349495,1.0,0.9620025,1.0,1.0,0.9793904000000001,0.9423917322556526,1.0163890677443475
3,3,3,3,3,3,3,appcat,GMT-oNF-2,Acetonitrile,CCC(CC)(CC)NC(=S)N[C@H](CN=P(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(C)(C)C.N#CC,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,664.897,7.567380000000009,0,0,0,0,0,0,1,0,1,0,0.923887,1.0,0.9444913,1.0,1.0,0.9736756599999999,0.9280136873556954,1.0193376326443044
4,4,4,4,4,4,4,appcat,GMT-oNF-2,Acetonitrile,CCCCC1(CCCC)C(=O)N=C(NC(=S)N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)C(C)(C)C)NC1=O.O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,765.9580000000001,5.623200000000007,0,0,0,0,0,0,1,0,1,0,0.92525184,1.0,0.93558896,1.0,1.0,0.9721681600000001,0.9246308592025956,1.0197054607974045
5,5,5,5,5,5,5,appcat,GMT-oNF-2,Acetonitrile,CN1C(=O)C[C@H]([C@H](Cc2ccccc2)NS(=O)(=O)Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)N1C.CC(OCC)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,836.995,7.922700000000009,0,0,0,0,0,0,1,0,1,0,0.9506094,1.0,0.9409858,0.9910025,1.0,0.97651954,0.9411462664043361,1.0118928135956637
6,6,6,6,6,6,6,appcat,GMT-oNF-2,Acetonitrile,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)Nc1c(N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccccc2)c(=O)c(=O)c1=O.N#CC,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,945.066,8.808880000000004,0,0,0,0,0,0,1,0,1,0,0.9587631,1.0,0.9552169,1.0,1.0,0.9827960000000001,0.9535040443380142,1.012087955661986
7,7,7,7,7,7,7,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCCCl)c(Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)c(=O)c1=O.O=CN(C)C,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,712.1860000000001,6.473100000000008,0,0,0,0,0,0,1,0,1,0,0.9978735,0.9832234,0.91136986,0.94732726,1.0,0.9679588039999999,0.9207490129992002,1.0151685950007996
8,8,8,8,8,8,8,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2ccc(Cl)c(C(F)(F)F)c2)c1Nc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12.CC(C)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,757.192,11.408699999999984,0,0,0,0,0,0,1,0,1,0,0.9454884,0.94079685,0.9243374,0.9608855,1.0,0.95430163,0.9186938132611748,0.9899094467388252
9,9,9,9,9,9,9,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCC(F)(F)F)c(N[PH](c2ccccc2)(c2ccccc2)c2ccccc2)c1=O.O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,474.4190000000002,2.4854000000000003,0,0,0,0,0,0,1,0,1,0,0.8020647,0.783676,0.8343178,0.8811848,0.8166994,0.82358854,0.7773951640164404,0.8697819159835597
10,10,10,10,10,10,10,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)Nc1c(Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)c1=O.CC1CCCO1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,662.814,9.7933,0,0,0,0,0,0,1,0,1,0,0.9390496,0.92029417,0.8969233,0.90835345,1.0,0.9329241039999999,0.8825028071780592,0.9833454008219407
11,11,11,11,11,11,11,appcat,GMT-oNF-2,Acetonitrile,CCC(CC)(CC)NC(=S)N[C@H](CN=P(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1)C(C)(C)C.CCO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,669.9130000000001,7.036100000000008,0,0,0,0,0,0,1,0,1,0,0.9258487,1.0,0.9485971,1.0,1.0,0.97488916,0.9310428500999008,1.0187354699000992
12,12,12,12,12,12,12,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=O)NCC(F)(F)F)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC1=CC=CC=C1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,703.7420000000002,7.787720000000007,0,0,0,0,0,0,1,0,1,0,0.9440745,1.0,0.933424,1.0,1.0,0.9754997,0.933582266229595,1.017417133770405
13,13,13,13,13,13,13,appcat,GMT-oNF-2,Acetonitrile,CCCCNC(=O)c1cccc(CNS(=O)(=O)N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccccc2)n1.CO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,787.9200000000001,5.088800000000004,0,0,0,0,0,0,1,0,1,0,0.88323843,1.0,0.9357187,1.0,1.0,0.963791426,0.8980592842655508,1.0295235677344492
14,14,14,14,14,14,14,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](Nc2c(NC(C)(C)C)c2=O)C(C)(C)C)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,621.7590000000004,5.771400000000007,0,0,0,0,0,0,1,0,1,0,0.93061733,0.9522107,0.92934036,0.9909332,1.0,0.9606203179999999,0.9193503180922469,1.001890317907753
15,15,15,15,15,15,15,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](Nc2c(NCCCn3ccnc3)c(=S)c2=S)C(C)(C)C)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,733.9410000000001,7.358480000000008,0,0,0,0,0,0,1,0,1,0,0.9191718,1.0,0.939267,1.0,1.0,0.97168776,0.9227491028339764,1.0206264171660238
16,16,16,16,16,16,16,appcat,GMT-oNF-2,Acetonitrile,CCN(CC)c1ccc2ccccc2c1-c1c(NC(=O)N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)C(C)(C)C)ccc2ccccc12.CC(C)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,891.1059999999999,11.841199999999985,0,0,0,0,0,0,1,0,1,0,0.90965366,1.0,0.9613879,1.0,1.0,0.974208312,0.9248246499714656,1.0235919740285344
17,17,17,17,17,17,17,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=S)Nc2ccc(Br)cc2)C(C)(C)C)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC1CCCO1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,766.783,8.539000000000005,0,0,0,0,0,0,1,0,1,0,0.9262278,1.0,0.9472027,0.9786978,1.0,0.9704256600000001,0.929665459210156,1.0111858607898443
18,18,18,18,18,18,18,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=O)NCC(N)=O)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,618.6710000000003,3.3242000000000016,0,0,0,0,0,0,1,0,1,0,0.9572785,1.0,0.9219769,1.0,1.0,0.97585108,0.9319653314592825,1.0197368285407176
19,19,19,19,19,19,19,appcat,GMT-oNF-2,Acetonitrile,CCCCc1ccc(NC(=S)Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1.CCO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,690.8930000000001,10.56829999999999,0,0,0,0,0,0,1,0,1,0,0.92412794,0.96332955,0.87630856,0.92243576,1.0,0.937240362,0.8792558024378793,0.9952249215621208
20,20,20,20,20,20,20,appcat,GMT-oNF-2,Acetonitrile,C[C@H](NC(=O)Nc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12)c1ccc(Br)cc1.CCO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,725.667,10.061999999999994,0,0,0,0,0,0,1,0,1,0,0.9550402,0.99678934,0.8934689,0.95783806,1.0,0.9606273,0.9071955214820725,1.0140590785179273
21,21,21,21,21,21,21,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=O)NCC(F)(F)F)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC(OCC)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,699.7070000000001,6.362100000000006,0,0,0,0,0,0,1,0,1,0,0.9379506,1.0,0.93486524,1.0,1.0,0.9745631679999999,0.9312937924969881,1.0178325435030116
22,22,22,22,22,22,22,appcat,GMT-oNF-2,Acetonitrile,S=C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)N[PH](c1ccccc1)(c1ccccc1)c1ccccc1.CO,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,612.7790000000001,6.69250000000001,0,0,0,0,0,0,1,0,1,0,0.8017994,0.89380383,0.8487839,0.901533,0.8334144,0.8558669059999999,0.8039162810067786,0.9078175309932213
23,23,23,23,23,23,23,appcat,GMT-oNF-2,Acetonitrile,CCCCCOC(=O)Nc1c(N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccccc2)c(=S)c1=S.CC(OCC)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,815.995,9.685979999999995,0,0,0,0,0,0,1,0,1,0,0.898372,1.0,0.954087,1.0,1.0,0.9704917999999999,0.9146770192198063,1.0263065807801934
24,24,24,24,24,24,24,appcat,GMT-oNF-2,Acetonitrile,CCN(CC)P(=O)(Nc1c(N[C@H](CN=P(c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)C(C)(C)C)c(=O)c(=O)c1=O)N(C)C=O.O=CN(C)C,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,838.88,4.327300000000005,0,0,0,0,0,0,1,0,1,0,0.930656,0.9941858,0.9251515,1.0,1.0,0.9699986599999999,0.9221329911743277,1.0178643288256721
25,25,25,25,25,25,25,appcat,GMT-oNF-2,Acetonitrile,CCCCc1ccc(NC(=S)Nc2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1.CC(OCC)=O,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,732.9300000000001,11.13909999999999,0,0,0,0,0,0,1,0,1,0,0.92310095,0.9602086,0.90006506,0.93001604,1.0,0.94267813,0.8947790909059508,0.9905771690940492
26,26,26,26,26,26,26,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](NC(=S)Nc2ccc(Br)cc2)C(C)(C)C)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC1=CC=CC=C1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,772.7900000000002,9.34872,0,0,0,0,0,0,1,0,1,0,0.9249916,1.0,0.948454,0.982607,1.0,0.97121052,0.9298349859615203,1.0125860540384797
27,27,27,27,27,27,27,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(P(=NC[C@@H](Nc2c(NCCN(Cc3ccccn3)Cc3ccccn3)c2=O)c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.CC1CCCO1,30,25,CF,0.153,P(c1ccccc1)(c2ccccc2)c3ccccc3,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,865.028,8.368700000000008,0,0,0,0,0,0,1,0,1,0,0.93507814,1.0,0.9442109,1.0,1.0,0.975857808,0.9346154733004931,1.0171001426995068
28,28,28,28,28,28,28,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(-c2n[nH]c(Nc3c(NC[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)c(=O)c(=O)c3=O)n2)cc1.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,533.6290000000005,3.677620000000002,0,0,0,0,0,0,1,0,1,0,0.91169846,0.93611324,0.91795695,1.0,1.0,0.95315373,0.8988997012787281,1.007407758721272
29,29,29,29,29,29,29,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(NC(=Nc2cc([N+](=O)[O-])ccc2Cl)c2ccccc2)c(=O)c1=O.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,620.1060000000001,4.7275000000000045,0,0,0,0,0,0,1,0,1,0,0.93288445,0.958549,0.9313593,1.0,1.0,0.9645585499999999,0.9222064018247247,1.0069106981752751
30,30,30,30,30,30,30,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1Nc1ccccc1.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,381.52,3.998700000000002,0,0,0,0,0,0,1,0,1,0,0.91103256,0.8151969,0.895871,0.9789319,1.0,0.9202064719999999,0.829134270875788,1.011278673124212
31,31,31,31,31,31,31,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCc2cccs2)c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=O)c1=O.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,472.6070000000004,3.5141000000000027,0,0,0,0,0,0,1,0,1,0,0.9313508,0.9338476,0.924338,0.9786985,1.0,0.95364698,0.9118878587241561,0.995406101275844
32,32,32,32,32,32,32,appcat,GMT-oNF-2,Acetonitrile,O=C(NC(=S)NCN1CCCCC1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,376.57000000000016,3.166780000000001,0,0,0,0,0,0,1,0,1,0,0.93775976,0.8692092,0.89546716,0.9496432,1.0,0.9304158640000001,0.86761281420446,0.9932189137955402
33,33,33,33,33,33,33,appcat,GMT-oNF-2,Acetonitrile,O=C(O)CNC(=O)CNc1c(NC(=O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=O)c(=O)c1=O.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,505.52400000000046,-0.0201999999999984,0,0,0,0,0,0,1,0,1,0,0.7383531,0.971985,0.94097,1.0,1.0,0.9302616199999999,0.7936626748724189,1.0668605651275809
34,34,34,34,34,34,34,appcat,GMT-oNF-2,Acetonitrile,O=C1[C@@H](Nc2c(Nc3c(F)cc(F)cc3F)c(=S)c2=S)C(=O)N(c2ccccc2)c2ccccc2N1C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,758.9319999999994,10.075779999999996,0,0,0,0,0,0,1,0,1,0,0.96584415,0.950953,0.94656074,1.0,1.0,0.9726715779999999,0.9404494309491356,1.0048937250508643
35,35,35,35,35,35,35,appcat,GMT-oNF-2,Acetonitrile,O=C(O)[C@H](CO)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,330.45000000000016,0.2876999999999997,0,0,0,0,0,0,1,0,1,0,0.8984425,0.89122623,0.8737389,0.9632771,1.0,0.925336946,0.858577332276427,0.9920965597235731
36,36,36,36,36,36,36,appcat,GMT-oNF-2,Acetonitrile,CO[C@H](c1ccccc1)[C@H](C)Nc1c(NC(=O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=O)c1=O.CO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,454.5670000000004,3.234100000000002,0,0,0,0,0,0,1,0,1,0,0.89267033,0.90562975,0.9200144,1.0,1.0,0.943662896,0.8786865112532765,1.0086392807467235
