,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
118,118,118,118,118,118,118,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1ccccc1-c1ccc2ccccc2n1)NC1([C@H]2CCCS2(=O)=O)CCCCC1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,521.6830000000004,5.898700000000006,0,0,0,0,0,0,1,0,1,0,0.90526175,1.0,0.9530897,1.0,1.0,0.9716702899999999,0.919126295924639,1.024214284075361
119,119,119,119,119,119,119,appcat,GMT-oNF-2,Acetonitrile,Cc1cc(Nc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)ccc1Br.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,589.5840000000001,8.7019,0,0,0,0,0,0,1,0,1,0,0.88726795,0.99869096,0.9446912,0.99985254,1.0,0.96610053,0.9039446004604648,1.0282564595395352
120,120,120,120,120,120,120,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)Nc1ccccc1-c1ccc2ccccc2n1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,595.544,7.151900000000006,0,0,0,0,0,0,1,0,1,0,0.9026332,1.0,0.9434409,1.0,1.0,0.96921482,0.9138924913697687,1.0245371486302313
121,121,121,121,121,121,121,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(Nc2ccc3cc4ccccc4cc3c2)c(=O)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,604.6660000000002,7.155700000000004,0,0,0,0,0,0,1,0,1,0,0.9333506,0.9942422,0.933332,1.0,1.0,0.9721849600000001,0.928059853563336,1.0163100664366642
122,122,122,122,122,122,122,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(C(=O)NCCNc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)cc1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,643.8380000000001,8.734300000000001,0,0,0,0,0,0,1,0,1,0,0.8923328,1.0,0.9400604,1.0,1.0,0.96647864,0.9057557679224391,1.027201512077561
123,123,123,123,123,123,123,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)c1cc(Nc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=O)c2=O)n(-c2ccccc2)n1.N#CC,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,581.6800000000001,6.906880000000007,0,0,0,0,0,0,1,0,1,0,0.9166253,0.9971942,0.9151342,1.0,1.0,0.9657907399999999,0.9091960212652195,1.0223854587347803
124,124,124,124,124,124,124,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(Nc2c(F)c(F)c(F)c(F)c2F)c1=O.CO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.4480000000002,5.197800000000003,0,0,0,0,0,0,1,0,1,0,0.93745697,0.9380138,0.9203558,0.99242413,1.0,0.9576501399999999,0.91293748158965,1.0023627984103498
125,125,125,125,125,125,125,appcat,GMT-oNF-2,Acetonitrile,CN(C)c1ccc(/C=C/C=N/c2ccccc2NS(=O)(=O)Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)cc1.O=CN(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,647.8050000000001,6.765500000000007,0,0,0,0,0,0,1,0,1,0,0.9247259,1.0,0.9388902,1.0,1.0,0.97272322,0.9259317413380769,1.019514698661923
126,126,126,126,126,126,126,appcat,GMT-oNF-2,Acetonitrile,CC(C)[C@H](C)Nc1c(Nc2ccccc2-c2ccc3ccccc3n2)c(=S)c1=S.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,509.7440000000002,9.431399999999998,0,0,0,0,0,0,1,0,1,0,0.8349397,0.92025876,0.8968135,0.9534476,1.0,0.921091912,0.8443350898456339,0.997848734154366
127,127,127,127,127,127,127,appcat,GMT-oNF-2,Acetonitrile,Cc1cccc(C)c1Nc1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c1=O.O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,436.5150000000002,5.325740000000006,0,0,0,0,0,0,1,0,1,0,0.8847045,0.9107071,0.89797604,0.9925313,1.0,0.9371837880000001,0.8691706245390644,1.005196951460936
128,128,128,128,128,128,128,appcat,GMT-oNF-2,Acetonitrile,CC(=O)N[C@H](NC(=O)Nc1cc(-c2ccccn2)cc(-c2ccccn2)c1)C(C)C.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,461.56600000000026,4.645600000000004,0,0,0,0,0,0,1,0,1,0,0.91725266,0.9825079,0.9484309,1.0,1.0,0.969638292,0.9248552508206116,1.0144213331793883
129,129,129,129,129,129,129,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2ccccc2-c2ccc3ccccc3n2)c1NC(c1cc2ccccc2c2ccccc12)c1cc2ccccc2c2ccccc12.CC1CCCO1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,739.9189999999999,12.880799999999976,0,0,0,0,0,0,1,0,1,0,0.915136,0.9865413,0.95110947,1.0,1.0,0.970557354,0.9247713749515587,1.0163433330484413
130,130,130,130,130,130,130,appcat,GMT-oNF-2,Acetonitrile,S=C(Nc1cc(-c2ccccn2)cc(-c2ccccn2)c1)NC1CCCCC1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,446.6200000000004,6.025000000000005,0,0,0,0,0,0,1,0,1,0,0.8907819,0.95572484,0.9042815,0.95271766,1.0,0.9407011800000001,0.8862064729775491,0.9951958870224512
131,131,131,131,131,131,131,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(C(=O)NCCNc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)cc1.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,597.7660000000001,6.737880000000006,0,0,0,0,0,0,1,0,1,0,0.88759685,1.0,0.93773323,1.0,1.0,0.9650660160000001,0.9017237998238717,1.0284082321761283
132,132,132,132,132,132,132,appcat,GMT-oNF-2,Acetonitrile,Cc1cc(Nc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=S)c2=S)ccc1Br.O=CN(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,616.61,8.407700000000006,0,0,0,0,0,0,1,0,1,0,0.8991333,0.99523085,0.9407103,1.0,1.0,0.9670148900000001,0.9105498286232416,1.0234799513767585
133,133,133,133,133,133,133,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(Nc2c(Nc3ccccc3-c3ccc4ccccc4n3)c2=O)c(C(=O)O)c1.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,467.52500000000026,5.630020000000005,0,0,0,0,0,0,1,0,1,0,0.8627229,0.9225254,0.92672646,1.0,1.0,0.9423949520000001,0.8699286185514475,1.0148612854485528
134,134,134,134,134,134,134,appcat,GMT-oNF-2,Acetonitrile,O=C(O)c1ccc(O[C@H]2CC[C@@H](Nc3c(Nc4ccccc4-c4ccc5ccccc5n4)c3=O)CC2)cc1.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,551.6430000000003,6.380100000000007,0,0,0,0,0,0,1,0,1,0,0.92031157,0.9847286,0.92568433,1.0,1.0,0.9661449000000001,0.9165737240934271,1.015716075906573
135,135,135,135,135,135,135,appcat,GMT-oNF-2,Acetonitrile,CC(C)[C@H](Nc1c(Nc2ccccc2-c2ccc3ccccc3n2)c(=O)c(=O)c1=O)C(=O)O.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,489.5280000000003,3.121300000000002,0,0,0,0,0,0,1,0,1,0,0.89928055,0.8984723,0.9362788,1.0,1.0,0.94680633,0.8836007533406589,1.0100119066593412
136,136,136,136,136,136,136,appcat,GMT-oNF-2,Acetonitrile,CC(C)[C@H](C)Nc1c(Nc2ccccc2-c2ccc3ccccc3n2)c(=S)c1=S.CO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,449.64500000000015,7.044880000000006,0,0,0,0,0,0,1,0,1,0,0.8438205,0.8568082,0.9103278,0.9595872,1.0,0.91410874,0.8315504948250846,0.9966669851749154
137,137,137,137,137,137,137,appcat,GMT-oNF-2,Acetonitrile,Cc1cccc(C)c1Nc1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c1=O.CC(OCC)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,506.60600000000034,6.719840000000007,0,0,0,0,0,0,1,0,1,0,0.88042176,0.9444566,0.925081,0.990849,1.0,0.948161672,0.8871917944581784,1.0091315495418216
138,138,138,138,138,138,138,appcat,GMT-oNF-2,Acetonitrile,S=c1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(Nc2ccccc2/N=C/c2ccccc2)c1=S.N#CC,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,594.769,9.912859999999997,0,0,0,0,0,0,1,0,1,0,0.8867948,0.98167515,0.93377817,0.9981104,1.0,0.960071704,0.8993418471333616,1.0208015608666383
139,139,139,139,139,139,139,appcat,GMT-oNF-2,Acetonitrile,O=C1[C@@H](NC(=S)Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)C(=O)N(c2ccccc2)c2ccccc2N1C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,750.9689999999996,8.392100000000005,0,0,0,0,0,0,1,0,1,0,0.9659984,1.0,0.9422622,1.0,1.0,0.98165212,0.948762441936033,1.014541798063967
140,140,140,140,140,140,140,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1ccccc1-c1ccc2ccccc2n1)NC1([C@H]2CCCS2(=O)=O)CCCCC1.O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,481.6180000000005,4.478700000000005,0,0,0,0,0,0,1,0,1,0,0.906501,0.99966824,0.95262486,1.0,1.0,0.97175882,0.9198209050368393,1.0236967349631607
141,141,141,141,141,141,141,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1ccc(-c2ccc(I)cc2)cc1)Nc1ccccc1-c1ccc2ccccc2n1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,635.527,7.537500000000006,0,0,0,0,0,0,1,0,1,0,0.9179401,1.0,0.9388087,1.0,1.0,0.9713497600000001,0.921784105811898,1.020915414188102
142,142,142,142,142,142,142,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1ccc(-c2ccc(I)cc2)cc1)Nc1ccccc1-c1ccc2ccccc2n1.O=CN(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,650.542,6.646600000000007,0,0,0,0,0,0,1,0,1,0,0.9305794,1.0,0.9384523,1.0,1.0,0.97380634,0.9291374886287469,1.018475191371253
143,143,143,143,143,143,143,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1ccc(-c2ccc(I)cc2)cc1)Nc1ccccc1-c1ccc2ccccc2n1.O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,595.4620000000001,6.117500000000005,0,0,0,0,0,0,1,0,1,0,0.92184156,1.0,0.93344045,1.0,1.0,0.971056402,0.9215832348184072,1.0205295691815928
144,144,144,144,144,144,144,appcat,GMT-oNF-2,Acetonitrile,CC(=O)N[C@@H]1CCCC[C@H]1Nc1c(Nc2ccccc2-c2ccc3ccccc3n2)c(=O)c(=O)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.6200000000003,4.056100000000003,0,0,0,0,0,0,1,0,1,0,0.93550175,0.9455592,0.93337774,1.0,1.0,0.962887738,0.9204355812345154,1.0053398947654848
145,145,145,145,145,145,145,appcat,GMT-oNF-2,Acetonitrile,S=C(Nc1cc(-c2ccccn2)cc(-c2ccccn2)c1)NC1CCCCC1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,480.6810000000003,7.424720000000007,0,0,0,0,0,0,1,0,1,0,0.88525474,0.9756547,0.89285225,0.9599,1.0,0.9427323380000001,0.8792679615725579,1.0061967144274424
146,146,146,146,146,146,146,appcat,GMT-oNF-2,Acetonitrile,CC(C)(C)c1cc(Nc2c(Nc3cc(-c4ccccn4)cc(-c4ccccn4)c3)c(=O)c2=O)n(-c2ccccc2)n1.CC(OCC)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,628.7330000000001,6.946400000000009,0,0,0,0,0,0,1,0,1,0,0.9194976,0.99388856,0.92419595,1.0,1.0,0.9675164219999999,0.9156172214018178,1.019415622598182
147,147,147,147,147,147,147,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)Nc1ccccc1-c1ccc2ccccc2n1.CC1CCCO1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,623.5979999999998,7.741900000000006,0,0,0,0,0,0,1,0,1,0,0.9122772,1.0,0.94072866,1.0,1.0,0.970601172,0.9190798735190854,1.0221224704809146
148,148,148,148,148,148,148,appcat,GMT-oNF-2,Acetonitrile,S=c1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(Nc2ccccc2/N=C/c2ccccc2)c1=S.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,645.8570000000001,11.377999999999988,0,0,0,0,0,0,1,0,1,0,0.8877517,0.99618804,0.9351293,0.99593437,1.0,0.9630006820000002,0.9009354848068685,1.025065879193132
149,149,149,149,149,149,149,appcat,GMT-oNF-2,Acetonitrile,O=C(CCNS(=O)(=O)Nc1cc(-c2ccccn2)cc(-c2ccccn2)c1)NCc1ccccc1.CC(OCC)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,575.6910000000001,4.332800000000003,0,0,0,0,0,0,1,0,1,0,0.8930533,1.0,0.9449324,1.0,1.0,0.96759714,0.9079833316176954,1.0272109483823044
150,150,150,150,150,150,150,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(Nc2c(Nc3ccccc3-c3ccc4ccccc4n3)c2=O)c(C(=O)O)c1.CC(C)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,479.5360000000003,6.226720000000005,0,0,0,0,0,0,1,0,1,0,0.86223537,0.9341308,0.9228804,1.0,1.0,0.943849314,0.8717130708879633,1.0159855571120366
151,151,151,151,151,151,151,appcat,GMT-oNF-2,Acetonitrile,O=C(CCNS(=O)(=O)Nc1cc(-c2ccccn2)cc(-c2ccccn2)c1)NCc1ccccc1.O=CN(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,560.6800000000001,3.467800000000002,0,0,0,0,0,0,1,0,1,0,0.8907516,1.0,0.93794334,1.0,1.0,0.965738988,0.9039134800897535,1.0275644959102466
152,152,152,152,152,152,152,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1nc(-c2ccc(Br)cc2)cs1)Nc1ccccc1-c1ccc2ccccc2n1.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,583.533,6.5552000000000055,0,0,0,0,0,0,1,0,1,0,0.9000035,1.0,0.9387554,1.0,1.0,0.9677517800000001,0.9103442450888181,1.0251593149111822
153,153,153,153,153,153,153,appcat,GMT-oNF-2,Acetonitrile,O=S(=O)(Nc1cccc(B(O)O)c1)Nc1ccccc1-c1ccc2ccccc2n1.N#CC,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,460.3240000000002,2.880280000000001,0,0,0,0,0,0,1,0,1,0,0.86669254,1.0,0.916042,1.0,1.0,0.956546908,0.8795563089261323,1.0335375070738675
154,154,154,154,154,154,154,appcat,GMT-oNF-2,Acetonitrile,CCCCCNc1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(=O)c1=O.CC(OCC)=O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,500.59900000000033,5.321700000000005,0,0,0,0,0,0,1,0,1,0,0.8966745,0.9627464,0.9245363,0.99354696,1.0,0.9555008319999999,0.9003217475805938,1.010679916419406
155,155,155,155,155,155,155,appcat,GMT-oNF-2,Acetonitrile,CC(=O)N[C@@H]1CCCC[C@H]1Nc1c(Nc2ccccc2-c2ccc3ccccc3n2)c(=O)c(=O)c1=O.CCO,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,528.6090000000004,3.4594000000000027,0,0,0,0,0,0,1,0,1,0,0.9401336,0.9322022,0.93262976,1.0,1.0,0.960993112,0.916606488605003,1.0053797353949971
156,156,156,156,156,156,156,appcat,GMT-oNF-2,Acetonitrile,O=[N+]([O-])c1ccc(NS(=O)(=O)Nc2ccccc2-c2ccc3ccccc3n2)nc1.O=CN(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,494.5330000000002,3.678200000000001,0,0,0,0,0,0,1,0,1,0,0.8984277,1.0,0.93027484,1.0,1.0,0.965740508,0.9058375672513163,1.0256434487486836
157,157,157,157,157,157,157,appcat,GMT-oNF-2,Acetonitrile,CCCCCNc1c(Nc2cc(-c3ccccn3)cc(-c3ccccn3)c2)c(=O)c1=O.O,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,430.5080000000002,3.927600000000003,0,0,0,0,0,0,1,0,1,0,0.903463,0.92812103,0.90718675,0.9977304,1.0,0.947300236,0.8876903296708787,1.0069101423291213
158,158,158,158,158,158,158,appcat,GMT-oNF-2,Acetonitrile,C[C@@H]1CCc2ccccc2CN1C(=O)CN1C(=O)O[C@]2(CCc3cc(NC(=O)Nc4ccccc4-c4ccc5ccccc5n4)ccc32)C1=O.CC1CCCO1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,751.8839999999999,8.214900000000009,0,0,0,0,0,0,1,0,1,0,0.9640185,1.0,0.93824244,1.0,1.0,0.9804521879999999,0.9453431652814809,1.0155612107185188
